model	library	gt_name	gt_name_clean	name	ROUGE1	ROUGE2	csim	method	in_toks	out_toks
gpt-3.5-turbo-0125	KEGG_2021_Human	Linoleic acid metabolism	Linoleic acid metabolism	Arachidonic acid metabolism and lipid signaling	0.6666666666666666	0.5	0.5874001182731723	GSAI	1149	200
gpt-3.5-turbo-0125	KEGG_2021_Human	Lipid and atherosclerosis	Lipid and atherosclerosis	Regulation of Inflammatory Response and Apoptosis	0.3333333333333333	0.0	0.3130722551627154	GSAI	1878	271
gpt-3.5-turbo-0125	KEGG_2021_Human	Long-term depression	Long-term depression	Cellular Signaling Cascade	0.0	0.0	0.2152576367956128	GSAI	1256	186
gpt-3.5-turbo-0125	KEGG_2021_Human	Long-term potentiation	Long-term potentiation	Calcium signaling and protein phosphorylation cascade	0.0	0.0	0.29839516503503005	GSAI	1273	189
gpt-3.5-turbo-0125	KEGG_2021_Human	Longevity regulating pathway	Longevity regulating pathway	Cellular Energy Regulation and Homeostasis	0.3333333333333333	0.0	0.4092026205559005	GSAI	1416	179
gpt-3.5-turbo-0125	KEGG_2021_Human	Lysine degradation	Lysine degradation	Histone methylation and epigenetic regulation	0.0	0.0	0.3006360016661454	GSAI	1258	293
gpt-3.5-turbo-0125	KEGG_2021_Human	Lysosome	Lysosome	Lysosomal enzyme trafficking and activation	1.0	0.0	0.49838417687137004	GSAI	1511	136
gpt-3.5-turbo-0125	KEGG_2021_Human	MAPK signaling pathway	MAPK signaling pathway	MAPK signaling pathway modulation	1.0	1.0	0.84415464934818	GSAI	2268	238
gpt-3.5-turbo-0125	KEGG_2021_Human	Malaria	Malaria	Immune response and inflammation regulation	0.0	0.0	0.2237122147965325	GSAI	1169	119
gpt-3.5-turbo-0125	KEGG_2021_Human	Mannose type O-glycan biosynthesis	Mannose type O-glycan biosynthesis	Protein glycosylation and extracellular matrix modification	0.0	0.0	0.4992891207158703	GSAI	1092	311
gpt-3.5-turbo-0125	KEGG_2021_Human	Maturity onset diabetes of the young	Maturity onset diabetes of the young	Pancreatic islet development and hormone regulation	0.0	0.0	0.3749901018930186	GSAI	1094	141
gpt-3.5-turbo-0125	KEGG_2021_Human	Measles	Measles	Immune response and signaling	0.0	0.0	0.1968452523266901	GSAI	1547	269
gpt-3.5-turbo-0125	KEGG_2021_Human	Melanogenesis	Melanogenesis	Wnt signaling pathway regulation and cellular response	0.0	0.0	0.23900023090470024	GSAI	1420	347
gpt-3.5-turbo-0125	KEGG_2021_Human	Melanoma	Melanoma	Regulation of Cell Cycle and Growth Signaling Pathways	0.0	0.0	0.24511936517446262	GSAI	1270	296
gpt-3.5-turbo-0125	KEGG_2021_Human	Metabolism of xenobiotics by cytochrome P450	Metabolism of xenobiotics by cytochrome P450	Phase I and II Detoxification Pathways	0.0	0.0	0.4779861419837012	GSAI	1376	233
gpt-3.5-turbo-0125	KEGG_2021_Human	MicroRNAs in cancer	MicroRNAs in cancer	Regulation of Cell Cycle and Cell Proliferation	0.0	0.0	0.35234435520256724	GSAI	2392	165
gpt-3.5-turbo-0125	KEGG_2021_Human	Mineral absorption	Mineral absorption	Metal ion transport and homeostasis	0.0	0.0	0.424159616038983	GSAI	1270	267
gpt-3.5-turbo-0125	KEGG_2021_Human	Mismatch repair	Mismatch repair	DNA replication and repair	0.5	0.0	0.48257076239207847	GSAI	1066	327
gpt-3.5-turbo-0125	KEGG_2021_Human	Mitophagy	Mitophagy	Autophagy Regulation	0.0	0.0	0.5440924541993845	GSAI	1267	181
gpt-3.5-turbo-0125	KEGG_2021_Human	Morphine addiction	Morphine addiction	GABAergic Signaling and Neurotransmission	0.0	0.0	0.15858852127887194	GSAI	1391	475
gpt-3.5-turbo-0125	KEGG_2021_Human	Mucin type O-glycan biosynthesis	Mucin type O-glycan biosynthesis	Protein glycosylation	0.0	0.0	0.49694755963096066	GSAI	1167	283
gpt-3.5-turbo-0125	KEGG_2021_Human	N-Glycan biosynthesis	N-Glycan biosynthesis	N-linked glycosylation pathway	0.3333333333333333	0.0	0.6888503409730555	GSAI	1206	170
gpt-3.5-turbo-0125	KEGG_2021_Human	NF-kappa B signaling pathway	NF-kappa B signaling pathway	NF-kappa B signaling pathway	1.0	1.0	0.9999988888683653	GSAI	1399	368
gpt-3.5-turbo-0125	KEGG_2021_Human	NOD-like receptor signaling pathway	NOD-like receptor signaling pathway	Innate immune response and inflammation	0.0	0.0	0.44872783863806964	GSAI	1710	413
gpt-3.5-turbo-0125	KEGG_2021_Human	Natural killer cell mediated cytotoxicity	Natural killer cell mediated cytotoxicity	Immune response signaling cascade	0.0	0.0	0.3634150224901066	GSAI	1549	109
gpt-3.5-turbo-0125	KEGG_2021_Human	Necroptosis	Necroptosis	Innate Immune Response and Inflammatory Signaling Pathway	0.0	0.0	0.3441343969659707	GSAI	1685	188
gpt-3.5-turbo-0125	KEGG_2021_Human	Neomycin, kanamycin and gentamicin biosynthesis	Neomycin, kanamycin and gentamicin biosynthesis	Glucose metabolism and glycolysis regulation	0.2	0.0	0.2669046033969744	GSAI	995	203
gpt-3.5-turbo-0125	KEGG_2021_Human	Neuroactive ligand-receptor interaction	Neuroactive ligand-receptor interaction	GPCR Signaling Pathway	0.0	0.0	0.40543433937947343	GSAI	2396	212
gpt-3.5-turbo-0125	KEGG_2021_Human	Neurotrophin signaling pathway	Neurotrophin signaling pathway	Cell Signaling Cascade Regulation	0.3333333333333333	0.0	0.42850385600142654	GSAI	1485	171
gpt-3.5-turbo-0125	KEGG_2021_Human	Neutrophil extracellular trap formation	Neutrophil extracellular trap formation	Chromatin remodeling and gene regulation	0.0	0.0	0.2801580358850284	GSAI	1823	326
gpt-3.5-turbo-0125	KEGG_2021_Human	Nicotinate and nicotinamide metabolism	Nicotinate and nicotinamide metabolism	NAD metabolism and regulation	0.5	0.0	0.5741497309922141	GSAI	1132	182
gpt-3.5-turbo-0125	KEGG_2021_Human	Nicotine addiction	Nicotine addiction	GABAergic neurotransmission and synaptic signaling	0.0	0.0	0.22968079229426513	GSAI	1173	267
gpt-3.5-turbo-0125	KEGG_2021_Human	Nitrogen metabolism	Nitrogen metabolism	Glutamate metabolism and urea cycle	0.5	0.0	0.60238447989668	GSAI	1034	257
gpt-3.5-turbo-0125	KEGG_2021_Human	Non-alcoholic fatty liver disease	Non-alcoholic fatty liver disease	Mitochondrial electron transport chain and oxidative phosphorylation	0.0	0.0	0.24192731011332774	GSAI	1689	336
gpt-3.5-turbo-0125	KEGG_2021_Human	Non-homologous end-joining	Non-homologous end-joining	Non-Homologous End Joining (NHEJ) DNA Repair	1.0	1.0	0.8277631535141196	GSAI	1030	412
gpt-3.5-turbo-0125	KEGG_2021_Human	Non-small cell lung cancer	Non-small cell lung cancer	Cell Cycle Regulation and Growth Signaling	0.2	0.0	0.24607290076921307	GSAI	1264	116
gpt-3.5-turbo-0125	KEGG_2021_Human	Notch signaling pathway	Notch signaling pathway	Notch signaling pathway regulation	1.0	1.0	0.8466209117113093	GSAI	1214	238
gpt-3.5-turbo-0125	KEGG_2021_Human	Nucleotide excision repair	Nucleotide excision repair	Nucleotide Excision Repair (NER) Pathway	1.0	1.0	0.7883160832769341	GSAI	1181	381
gpt-3.5-turbo-0125	KEGG_2021_Human	Olfactory transduction	Olfactory transduction	Olfactory transduction	1.0	1.0	0.9999989702883939	GSAI	3161	126
gpt-3.5-turbo-0125	KEGG_2021_Human	One carbon pool by folate	One carbon pool by folate	One-carbon folate metabolism	0.6	0.25	0.7533950449853257	GSAI	1064	311
gpt-3.5-turbo-0125	KEGG_2021_Human	Oocyte meiosis	Oocyte meiosis	Cell cycle regulation	0.0	0.0	0.3719523054987388	GSAI	1541	134
gpt-3.5-turbo-0125	KEGG_2021_Human	Osteoclast differentiation	Osteoclast differentiation	Immune and Inflammatory Signaling Cascade	0.0	0.0	0.3436865079505105	GSAI	1518	304
gpt-3.5-turbo-0125	KEGG_2021_Human	Other glycan degradation	Other glycan degradation	Lysosomal glycan degradation	0.6666666666666666	0.5	0.797370048695355	GSAI	1047	297
gpt-3.5-turbo-0125	KEGG_2021_Human	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis	Protein glycosylation	0.0	0.0	0.4998511725890854	GSAI	1205	198
gpt-3.5-turbo-0125	KEGG_2021_Human	Ovarian steroidogenesis	Ovarian steroidogenesis	Steroid hormone biosynthesis and signaling	0.0	0.0	0.5980792501974292	GSAI	1219	220
gpt-3.5-turbo-0125	KEGG_2021_Human	Oxidative phosphorylation	Oxidative phosphorylation	Mitochondrial electron transport chain and oxidative phosphorylation	1.0	1.0	0.7093433492117236	GSAI	1656	183
gpt-3.5-turbo-0125	KEGG_2021_Human	Oxytocin signaling pathway	Oxytocin signaling pathway	Calcium Signaling and Regulation	0.3333333333333333	0.0	0.44845297393178507	GSAI	1686	197
gpt-3.5-turbo-0125	KEGG_2021_Human	PD-L1 expression and PD-1 checkpoint pathway in cancer	PD-L1 expression and PD-1 checkpoint pathway in cancer	Immune Signaling and Response	0.1	0.0	0.33639162919463006	GSAI	1354	134
gpt-3.5-turbo-0125	KEGG_2021_Human	PI3K-Akt signaling pathway	PI3K-Akt signaling pathway	Cell Growth and Survival Signaling	0.25	0.0	0.5060327914412912	GSAI	2456	137
gpt-3.5-turbo-0125	KEGG_2021_Human	PPAR signaling pathway	PPAR signaling pathway	Fatty acid metabolism and lipid signaling	0.3333333333333333	0.0	0.4844397749625111	GSAI	1297	271
gpt-3.5-turbo-0125	KEGG_2021_Human	Pancreatic cancer	Pancreatic cancer	Cell Growth, Survival, and Signaling Cascade	0.0	0.0	0.22750239785221507	GSAI	1294	169
gpt-3.5-turbo-0125	KEGG_2021_Human	Pancreatic secretion	Pancreatic secretion	Digestion and Nutrient Processing	0.0	0.0	0.34397302765567817	GSAI	1444	119
gpt-3.5-turbo-0125	KEGG_2021_Human	Pantothenate and CoA biosynthesis	Pantothenate and CoA biosynthesis	Pantothenate and CoA biosynthesis	1.0	1.0	0.9999991534457036	GSAI	1066	348
gpt-3.5-turbo-0125	KEGG_2021_Human	Parathyroid hormone synthesis, secretion and action	Parathyroid hormone synthesis, secretion and action	Calcium signaling and bone homeostasis  	0.16666666666666666	0.0	0.39643604602941485	GSAI	1424	202
gpt-3.5-turbo-0125	KEGG_2021_Human	Parkinson disease	Parkinson disease	Mitochondrial Energy Production and Protein Quality Control	0.0	0.0	0.21773710802096902	GSAI	2128	120
gpt-3.5-turbo-0125	KEGG_2021_Human	Pathogenic Escherichia coli infection	Pathogenic Escherichia coli infection	Cell Junction Regulation and Signaling	0.0	0.0	0.20132324902251247	GSAI	1823	247
gpt-3.5-turbo-0125	KEGG_2021_Human	Pathways in cancer	Pathways in cancer	Signal Transduction and Cell Signaling Pathways	0.3333333333333333	0.0	0.5064695662181773	GSAI	3142	259
gpt-3.5-turbo-0125	KEGG_2021_Human	Pathways of neurodegeneration	Pathways of neurodegeneration	Protein degradation and cellular homeostasis  	0.0	0.0	0.39285393198881435	GSAI	3109	266
gpt-3.5-turbo-0125	KEGG_2021_Human	Pentose and glucuronate interconversions	Pentose and glucuronate interconversions	Xenobiotic metabolism and detoxification	0.25	0.0	0.36198211301929223	GSAI	1154	162
gpt-3.5-turbo-0125	KEGG_2021_Human	Pentose phosphate pathway	Pentose phosphate pathway	Pentose phosphate pathway and glycolysis integration	1.0	1.0	0.7527617133373834	GSAI	1093	238
gpt-3.5-turbo-0125	KEGG_2021_Human	Peroxisome	Peroxisome	Peroxisomal lipid metabolism and beta-oxidation	1.0	0.0	0.5825245607476393	GSAI	1312	305
gpt-3.5-turbo-0125	KEGG_2021_Human	Pertussis	Pertussis	Immune response and inflammation regulation	0.0	0.0	0.16117737172026475	GSAI	1280	114
gpt-3.5-turbo-0125	KEGG_2021_Human	Phagosome	Phagosome	Antigen processing and presentation	0.0	0.0	0.3146569140430169	GSAI	1720	133
gpt-3.5-turbo-0125	KEGG_2021_Human	Phenylalanine metabolism	Phenylalanine metabolism	Catabolism and Detoxification	0.0	0.0	0.38828816614589334	GSAI	1046	190
gpt-3.5-turbo-0125	KEGG_2021_Human	Phenylalanine, tyrosine and tryptophan biosynthesis	Phenylalanine, tyrosine and tryptophan biosynthesis	Amino Acid Metabolism**	0.0	0.0	0.4541884266769828	GSAI	1001	243
gpt-3.5-turbo-0125	KEGG_2021_Human	Phosphatidylinositol signaling system	Phosphatidylinositol signaling system	Phosphoinositide signaling cascade	0.3333333333333333	0.0	0.783433800975588	GSAI	1422	176
gpt-3.5-turbo-0125	KEGG_2021_Human	Phospholipase D signaling pathway	Phospholipase D signaling pathway	Cell Signaling and Signal Transduction	0.25	0.0	0.4659244928588109	GSAI	1597	119
gpt-3.5-turbo-0125	KEGG_2021_Human	Phosphonate and phosphinate metabolism	Phosphonate and phosphinate metabolism	Phospholipid biosynthesis and membrane homeostasis	0.25	0.0	0.46048866085984974	GSAI	1006	280
gpt-3.5-turbo-0125	KEGG_2021_Human	Phototransduction	Phototransduction	Phototransduction in the retina	1.0	0.0	0.8415500903900135	GSAI	1103	189
gpt-3.5-turbo-0125	KEGG_2021_Human	Platelet activation	Platelet activation	Cellular Signal Transduction Pathway	0.0	0.0	0.35171605940153006	GSAI	1531	267
gpt-3.5-turbo-0125	KEGG_2021_Human	Porphyrin and chlorophyll metabolism	Porphyrin and chlorophyll metabolism	Heme biosynthesis and porphyrin metabolism	0.75	0.0	0.7727766980295941	GSAI	1183	230
gpt-3.5-turbo-0125	KEGG_2021_Human	Primary bile acid biosynthesis	Primary bile acid biosynthesis	Bile acid synthesis and cholesterol metabolism	0.5	0.3333333333333333	0.7741845290932203	GSAI	1068	156
gpt-3.5-turbo-0125	KEGG_2021_Human	Primary immunodeficiency	Primary immunodeficiency	Adaptive Immune Response Coordination	0.0	0.0	0.4484302342269644	GSAI	1126	100
gpt-3.5-turbo-0125	KEGG_2021_Human	Prion disease	Prion disease	Mitochondrial Electron Transport Chain and Oxidative Phosphorylation	0.0	0.0	0.14107096349108336	GSAI	2239	461
gpt-3.5-turbo-0125	KEGG_2021_Human	Progesterone-mediated oocyte maturation	Progesterone-mediated oocyte maturation	Cell Cycle Regulation	0.0	0.0	0.2911622991847955	GSAI	1411	172
gpt-3.5-turbo-0125	KEGG_2021_Human	Prolactin signaling pathway	Prolactin signaling pathway	Hormone signaling and cellular response	0.3333333333333333	0.0	0.5027532673390653	GSAI	1256	166
gpt-3.5-turbo-0125	KEGG_2021_Human	Propanoate metabolism	Propanoate metabolism	Mitochondrial β-oxidation	0.0	0.0	0.45332433420303697	GSAI	1117	236
gpt-3.5-turbo-0125	KEGG_2021_Human	Prostate cancer	Prostate cancer	Cell Signaling and Oncogenic Pathways	0.0	0.0	0.30030082190903623	GSAI	1383	165
gpt-3.5-turbo-0125	KEGG_2021_Human	Proteasome	Proteasome	Proteasome-mediated protein degradation	1.0	0.0	0.7471368872182551	GSAI	1168	104
gpt-3.5-turbo-0125	KEGG_2021_Human	Protein digestion and absorption	Protein digestion and absorption	Extracellular matrix organization and protein degradation	0.5	0.0	0.3914658614810994	GSAI	1479	465
gpt-3.5-turbo-0125	KEGG_2021_Human	Protein export	Protein export	Protein Targeting and Translocation	0.5	0.0	0.5584903086082161	GSAI	1074	194
gpt-3.5-turbo-0125	KEGG_2021_Human	Protein processing in endoplasmic reticulum	Protein processing in endoplasmic reticulum	Endoplasmic Reticulum-Associated Protein Degradation (ERAD)  	0.6	0.25	0.56971124801553	GSAI	1728	275
gpt-3.5-turbo-0125	KEGG_2021_Human	Proteoglycans in cancer	Proteoglycans in cancer	Wnt signaling pathway	0.0	0.0	0.2672040128764306	GSAI	1826	170
gpt-3.5-turbo-0125	KEGG_2021_Human	Proximal tubule bicarbonate reclamation	Proximal tubule bicarbonate reclamation	Ion transport and metabolic regulation	0.0	0.0	0.3726901060190114	GSAI	1085	463
gpt-3.5-turbo-0125	KEGG_2021_Human	Purine metabolism	Purine metabolism	Purine and pyrimidine metabolism	1.0	0.0	0.8540692447792162	GSAI	1536	283
gpt-3.5-turbo-0125	KEGG_2021_Human	Pyrimidine metabolism	Pyrimidine metabolism	Nucleotide metabolism and salvage pathway regulation	0.5	0.0	0.6056631790673603	GSAI	1219	146
gpt-3.5-turbo-0125	KEGG_2021_Human	Pyruvate metabolism	Pyruvate metabolism	Citric Acid Cycle (TCA Cycle)	0.0	0.0	0.4486955964884952	GSAI	1165	327
gpt-3.5-turbo-0125	KEGG_2021_Human	RIG-I-like receptor signaling pathway	RIG-I-like receptor signaling pathway	Innate immune response signaling pathway	0.3333333333333333	0.2	0.6578162702519017	GSAI	1255	341
gpt-3.5-turbo-0125	KEGG_2021_Human	RNA degradation	RNA degradation	mRNA degradation and processing	0.5	0.0	0.6381437711385136	GSAI	1309	166
gpt-3.5-turbo-0125	KEGG_2021_Human	RNA polymerase	RNA polymerase	Transcription by RNA Polymerase Complexes	1.0	1.0	0.580375913374011	GSAI	1136	337
gpt-3.5-turbo-0125	KEGG_2021_Human	RNA transport	RNA transport	mRNA Processing and Nuclear Export	0.0	0.0	0.5136895179643268	GSAI	1823	107
gpt-3.5-turbo-0125	KEGG_2021_Human	Rap1 signaling pathway	Rap1 signaling pathway	Cell Signaling and Regulation	0.3333333333333333	0.0	0.49694503843307136	GSAI	1844	337
gpt-3.5-turbo-0125	KEGG_2021_Human	Ras signaling pathway	Ras signaling pathway	Cell Signaling Cascade Regulation	0.3333333333333333	0.0	0.5268136549065792	GSAI	1966	146
gpt-3.5-turbo-0125	KEGG_2021_Human	Regulation of actin cytoskeleton	Regulation of actin cytoskeleton	Actin cytoskeleton regulation and cell signaling	0.75	0.3333333333333333	0.8232381060085018	GSAI	1885	248
gpt-3.5-turbo-0125	KEGG_2021_Human	Regulation of lipolysis in adipocytes	Regulation of lipolysis in adipocytes	Glucose metabolism and signaling cascade	0.0	0.0	0.4346538999311649	GSAI	1209	256
gpt-3.5-turbo-0125	KEGG_2021_Human	Relaxin signaling pathway	Relaxin signaling pathway	Signal Transduction Cascade	0.3333333333333333	0.0	0.4546415535082971	GSAI	1518	127
gpt-3.5-turbo-0125	KEGG_2021_Human	Renal cell carcinoma	Renal cell carcinoma	Cell Signaling Pathway	0.3333333333333333	0.0	0.2737895517530906	GSAI	1255	182
gpt-3.5-turbo-0125	KEGG_2021_Human	Renin secretion	Renin secretion	Regulation of vascular tone and blood pressure	0.0	0.0	0.37968699516801174	GSAI	1289	273
gpt-3.5-turbo-0125	KEGG_2021_Human	Renin-angiotensin system	Renin-angiotensin system	Renin-angiotensin system regulation	1.0	1.0	0.8049614307106487	GSAI	1060	231
gpt-3.5-turbo-0125	KEGG_2021_Human	Retinol metabolism	Retinol metabolism	Retinoid metabolism and detoxification	0.5	0.0	0.7893585581781919	GSAI	1345	344
gpt-3.5-turbo-0125	KEGG_2021_Human	Retrograde endocannabinoid signaling	Retrograde endocannabinoid signaling	Neurotransmission signaling cascade and synaptic plasticity	0.3333333333333333	0.0	0.4910728357267925	GSAI	1656	258
gpt-3.5-turbo-0125	KEGG_2021_Human	Rheumatoid arthritis	Rheumatoid arthritis	Immune cell activation and cytokine signaling	0.0	0.0	0.2812941174188933	GSAI	1434	113
gpt-3.5-turbo-0125	KEGG_2021_Human	Riboflavin metabolism	Riboflavin metabolism	Phosphate metabolism and homeostasis	0.5	0.0	0.38512621752212717	GSAI	1010	419
gpt-3.5-turbo-0125	KEGG_2021_Human	Ribosome	Ribosome	Ribosome assembly and protein synthesis	1.0	0.0	0.6024934190801685	GSAI	1689	122
gpt-3.5-turbo-0125	KEGG_2021_Human	Ribosome biogenesis in eukaryotes	Ribosome biogenesis in eukaryotes	Ribosome biogenesis	0.5	0.3333333333333333	0.8713693534210838	GSAI	1455	136
gpt-3.5-turbo-0125	KEGG_2021_Human	SNARE interactions in vesicular transport	SNARE interactions in vesicular transport	Vesicle trafficking and membrane fusion	0.0	0.0	0.5980476139196818	GSAI	1113	266
gpt-3.5-turbo-0125	KEGG_2021_Human	Salivary secretion	Salivary secretion	Calcium signaling and cAMP pathway integration  	0.0	0.0	0.25463919255687584	GSAI	1387	133
gpt-3.5-turbo-0125	KEGG_2021_Human	Salmonella infection	Salmonella infection	Immune response and signaling cascade	0.0	0.0	0.22169236447602997	GSAI	2073	287
gpt-3.5-turbo-0125	KEGG_2021_Human	Selenocompound metabolism	Selenocompound metabolism	Selenocysteine biosynthesis and tRNA modification  	0.0	0.0	0.6195528019405279	GSAI	1050	283
gpt-3.5-turbo-0125	KEGG_2021_Human	Serotonergic synapse	Serotonergic synapse	G protein-coupled receptor signaling pathway	0.0	0.0	0.34531418118809054	GSAI	1512	304
gpt-3.5-turbo-0125	KEGG_2021_Human	Shigellosis	Shigellosis	Cellular signaling and cytoskeletal regulation	0.0	0.0	0.1896252842776069	GSAI	2026	375
gpt-3.5-turbo-0125	KEGG_2021_Human	Signaling pathways regulating pluripotency of stem cells	Signaling pathways regulating pluripotency of stem cells	Wnt signaling cascade and embryonic development	0.14285714285714285	0.0	0.5302003911512387	GSAI	1590	160
gpt-3.5-turbo-0125	KEGG_2021_Human	Small cell lung cancer	Small cell lung cancer	Cell cycle regulation and apoptosis	0.25	0.0	0.2713335769612599	GSAI	1363	364
gpt-3.5-turbo-0125	KEGG_2021_Human	Sphingolipid metabolism	Sphingolipid metabolism	Sphingolipid metabolism and signaling	1.0	1.0	0.8847494922452422	GSAI	1177	161
gpt-3.5-turbo-0125	KEGG_2021_Human	Sphingolipid signaling pathway	Sphingolipid signaling pathway	Cell Signaling Pathway Regulation	0.6666666666666666	0.5	0.5842758180203849	GSAI	1500	324
gpt-3.5-turbo-0125	KEGG_2021_Human	Spinocerebellar ataxia	Spinocerebellar ataxia	Autophagy and protein degradation	0.0	0.0	0.22364618399411823	GSAI	1604	180
